SalePrice,Gr_Liv_Area,Lot_Area,Year_Built,Total_Bsmt_SF,Central_Air,Overall_Cond
223500,1786,11250,2001,920,Y,5
130250,938,9200,1975,938,Y,6
149900,985,8385,1977,985,Y,8
158000,1174,12250,1978,864,Y,6
147000,1026,10970,1978,940,Y,6
143195,1076,9216,1975,1076,Y,6
163000,1558,14330,1975,864,Y,6
110000,924,7990,1975,924,Y,6
127000,864,7180,1972,864,Y,7
124900,780,7200,1972,780,Y,7
230000,1795,9742,2002,1777,Y,5
237000,2031,9473,2002,1128,Y,5
235000,1865,10316,2000,992,Y,5
230500,2161,10400,2001,1257,Y,5
230000,1852,9066,1999,1004,Y,5
222500,2031,11404,1998,1153,Y,5
287000,2263,9240,2001,1055,Y,5
274000,1947,9720,2001,1357,Y,5
300000,1786,14860,2002,1778,Y,5
255900,2290,11250,2002,1128,Y,5
224900,1768,8158,2003,884,Y,5
240000,2327,10905,2003,1129,Y,5
183000,1640,7226,2003,798,Y,5
207000,1764,11690,1999,850,Y,5
210000,1908,8750,1994,915,Y,5
136500,848,4435,2003,848,Y,5
145000,848,4426,2004,848,Y,5
208900,1493,13125,1997,1478,Y,5
185000,1838,10126,1997,1838,Y,5
214000,1536,9135,2002,1536,Y,5
208500,1710,8450,2003,856,Y,5
186500,1445,9750,2004,1445,Y,5
210000,1436,8450,2004,1436,Y,5
185900,1582,8320,2004,770,Y,5
179900,1234,11049,2007,1234,Y,5
218836,1564,11058,2007,1564,Y,6
193000,1361,9627,2007,1351,Y,5
189000,1456,8199,2005,728,Y,5
149300,848,4426,2004,848,Y,5
141000,848,4426,2004,848,Y,5
149000,848,4438,2004,848,Y,5
144500,848,4438,2004,848,Y,5
85000,796,8777,1910,796,Y,7
145900,2200,8777,1900,1272,Y,7
123000,1092,9825,1966,1092,Y,5
147500,1256,9937,1965,1256,Y,6
165000,1033,12102,1976,456,Y,5
135000,1127,6500,1976,1127,Y,6
108000,996,13907,1940,996,Y,6
137500,1181,10012,1972,1138,Y,5
165400,1656,6931,2003,746,Y,5
147000,1117,9638,1977,1029,Y,6
160500,1398,7200,1976,684,Y,7
176000,1132,7024,2005,1132,Y,5
284700,3820,47007,1959,0,Y,7
160000,5642,63887,2008,6110,Y,5
148000,1072,3675,2005,547,Y,5
82000,1152,6040,1955,0,N,5
82000,1152,6012,1955,0,N,5
118000,1440,12108,1955,1440,N,4
82500,1152,6845,1955,0,N,5
91900,784,6931,1955,784,N,5
120000,1053,12180,1938,585,Y,7
96000,1137,8050,1947,0,Y,8
99000,930,9520,1953,911,Y,5
130500,1200,11767,1946,768,Y,6
135000,1470,8172,1954,941,Y,6
135500,1393,16466,1955,816,Y,7
100000,1204,7692,1954,416,Y,6
108000,1292,5142,1923,949,Y,7
98000,864,5604,1925,864,N,6
67000,864,8248,1914,864,N,3
135900,1716,5687,1912,780,N,6
140000,1482,12155,1925,672,N,8
179500,2192,8400,1939,720,Y,8
136500,1694,8400,1925,1181,Y,5
168000,1424,7290,1921,1228,Y,8
130000,1964,8525,1911,940,N,6
189000,2601,9842,1921,612,Y,6
161900,1920,7804,1930,960,Y,7
145000,1316,8969,1926,644,Y,6
191000,2555,11526,1922,588,Y,7
177000,1680,15576,1915,840,Y,7
147500,1264,15564,1914,676,Y,6
91000,790,6292,1930,768,N,5
231000,1512,7609,1925,798,Y,9
115000,1639,10480,1936,1064,Y,5
138000,1603,9650,1923,784,Y,3
149000,1502,7200,1931,776,Y,6
188700,1660,11988,1934,715,Y,7
198000,1938,11700,1937,942,Y,6
110000,1374,9260,1938,884,Y,4
104000,1091,7801,1951,1091,N,5
257076,1873,9670,1935,608,Y,6
381000,3447,14100,1935,728,Y,9
311500,1954,15660,1939,798,Y,9
263400,2161,12392,1950,832,Y,9
236500,1898,26073,1956,1898,Y,5
224000,1640,14778,1954,1296,Y,7
116500,1032,1879,1980,516,Y,6
151000,1556,1950,1980,716,Y,6
126000,919,7000,1926,894,Y,8
120000,1090,6000,1940,720,Y,8
55000,796,3636,1922,796,N,4
120500,816,5890,1930,816,Y,8
120500,778,6900,1940,740,Y,6
119000,1200,8155,1930,780,Y,7
126000,1656,6000,1967,624,Y,5
99500,912,7392,1930,520,Y,7
165500,1955,9000,1958,1151,Y,5
13100,733,14584,1952,0,N,5
89000,1361,5280,1895,173,N,7
40000,1317,8500,1920,649,N,4
80900,1049,5150,1910,356,N,7
81000,894,18000,1935,894,Y,4
65000,864,9000,1920,592,Y,6
392500,1652,5587,2008,1600,Y,5
294464,1648,3843,2007,1596,Y,5
250000,1646,3811,2004,1594,Y,5
275000,1646,3842,2004,1594,Y,5
300000,2032,23730,1996,1840,Y,5
271000,1689,13265,2002,1568,Y,5
213000,1820,11050,1996,910,Y,5
171000,1118,9880,1977,1096,Y,6
171500,1279,10125,1977,1196,Y,6
100000,1872,10260,1976,0,Y,4
228500,1689,9990,1991,1680,Y,5
228950,1786,164660,1965,1499,Y,6
241500,1501,4084,1986,1277,Y,6
287000,2898,15498,1976,1565,Y,6
294000,1537,11563,2006,1518,Y,5
293077,1646,9520,2007,1638,Y,5
264966,1780,12852,2007,920,Y,5
172500,1442,9802,2006,352,Y,5
167500,1394,9735,2006,384,Y,5
218689,1612,12018,2008,796,Y,5
150000,1495,12890,1989,1495,Y,5
184000,1651,12416,1986,1606,Y,5
180000,1256,18265,1986,1256,Y,5
175000,1509,10200,1988,1461,Y,5
232500,1440,11202,2003,1432,Y,5
195000,1675,7915,1999,1666,Y,5
305000,2262,12244,2003,1482,Y,5
298751,1728,11449,2007,1884,Y,5
370000,1964,11447,2005,1964,Y,5
209200,1344,8940,1997,1344,Y,5
206300,1344,7060,1997,1344,Y,5
146000,1092,9278,2007,1092,Y,5
160500,1189,4500,1997,1189,Y,5
173000,1200,14137,1964,1200,Y,5
124000,1040,4224,1975,1040,Y,6
115000,1304,2665,1976,264,Y,6
129500,1475,2665,1976,550,Y,7
105000,988,1974,1973,526,Y,7
94900,988,1596,1973,462,Y,6
152500,1160,17979,1968,1113,Y,6
98000,1092,1477,1970,546,Y,9
81000,630,1890,1972,630,Y,7
113000,988,21750,1954,988,Y,5
128500,816,6490,1983,816,Y,7
119500,923,6951,1984,876,Y,5
130500,816,6600,1982,816,Y,9
138000,816,6600,1982,816,Y,8
134500,845,6600,1982,845,Y,6
160000,1750,12508,1940,983,Y,7
137500,889,12395,1984,864,Y,6
172000,1968,11075,1969,784,Y,4
103000,1836,56600,1900,686,Y,1
167300,1587,10667,1971,1587,Y,6
167000,1277,10628,1970,1277,Y,5
244000,2223,13651,1973,2223,Y,6
268000,2217,15865,1970,2217,Y,6
225000,1733,12394,2003,847,Y,5
168000,1572,10364,1995,806,Y,5
177000,1470,13869,1997,794,Y,6
169000,1600,8773,1997,916,Y,5
161500,1384,8872,1997,384,Y,5
251000,1652,5330,2000,1494,Y,5
160000,1694,10147,1994,392,Y,5
180000,1714,8637,1999,923,Y,5
178750,1553,7875,1996,691,Y,5
176000,1253,7875,1995,1237,Y,5
204000,2299,7500,1999,938,Y,5
160000,1187,9556,1992,1168,Y,5
160000,1472,10784,1991,384,Y,5
163900,1482,9125,1992,384,Y,5
168000,1642,7655,1993,903,Y,5
154204,1128,18160,1964,1302,Y,6
170000,1088,3696,1986,1074,Y,5
207500,2090,5062,1984,1190,Y,5
182000,1179,4740,1988,1166,Y,5
212000,1321,5118,1990,1312,Y,5
377426,1922,14157,2005,1922,Y,5
349265,2541,12328,2005,1149,Y,5
591587,2338,51974,2006,2660,Y,5
155000,1424,41600,1969,1100,Y,5
319900,1612,8035,2006,1612,Y,5
392000,1419,8089,2007,1419,Y,6
441929,2234,14082,2006,2220,Y,5
455000,2042,13870,2006,1742,Y,5
182900,1440,12546,1981,1440,Y,7
174000,1284,10960,1984,1284,Y,5
178000,1868,12090,1984,585,Y,7
176000,1479,12090,1981,725,Y,7
213000,1664,12299,1978,1529,Y,6
192000,1930,11339,1979,780,Y,5
190000,1969,11952,1977,808,Y,6
195000,2030,12046,1976,848,Y,6
148000,1032,10395,1978,1032,Y,6
151500,1177,11850,1984,1153,Y,6
197000,1725,11584,1979,539,Y,6
192350,1353,10400,1979,1259,Y,5
152000,1620,10793,1969,780,Y,5
170000,1220,13001,1971,1625,Y,5
175000,1484,12243,1971,1484,Y,6
175000,1743,11700,1968,702,Y,6
197900,1935,12384,1976,793,Y,7
174000,1324,8991,1976,1228,Y,6
178900,1877,8000,1974,1084,Y,6
139000,1109,10500,1971,372,Y,7
143250,981,10530,1971,981,Y,5
184000,1479,7472,1972,725,Y,9
155000,1422,9457,1970,925,Y,6
133000,914,7920,1970,914,Y,5
119500,950,9758,1971,950,Y,5
123000,872,8294,1971,858,Y,5
110000,858,7340,1971,858,Y,6
128000,914,17199,1961,914,Y,7
120500,864,9000,1971,864,Y,6
133000,767,4058,1998,723,Y,5
155000,1337,4113,2001,1337,Y,5
177000,1337,10943,1997,1405,Y,5
113500,1092,2205,1973,525,Y,6
113000,1218,1890,1973,672,Y,5
113700,1218,2058,1973,672,Y,5
106000,1302,2016,1970,630,Y,5
122500,1365,1920,1971,765,Y,5
128000,958,4928,1976,1078,Y,5
155000,1548,2308,1976,804,Y,6
142500,1055,2304,1978,1061,Y,7
129250,988,7150,1966,988,Y,6
356000,1816,12469,2006,1790,Y,5
314813,1828,11694,2007,1822,Y,5
318000,1694,12030,2007,1694,Y,5
322400,1694,11825,2006,1694,Y,5
318000,1734,12085,2007,1734,Y,5
345474,2122,14333,2007,2108,Y,5
415298,2121,14450,2006,2121,Y,5
492000,2656,13641,2007,1934,Y,5
338931,2550,13440,2006,1108,Y,5
450000,2046,15431,2005,1994,Y,5
280000,2172,14154,2006,1063,Y,5
479069,2552,13891,2007,2552,Y,5
395000,1973,14226,2006,1935,Y,5
380000,2643,13693,2006,2153,Y,5
250000,1634,11428,2006,1626,Y,5
440000,1976,14977,2006,1976,Y,5
418000,2758,13654,2005,1704,Y,5
500067,2290,17169,2007,2320,Y,5
260116,2152,16659,2007,1582,Y,5
317000,2473,9591,2004,1143,Y,5
319500,2100,9709,2007,918,Y,5
325624,2161,10562,2007,1582,Y,5
372000,1802,13615,2006,1802,Y,5
342000,2956,13069,2004,1706,Y,5
354000,2468,12099,2004,1136,Y,5
350000,2385,14277,2003,1317,Y,5
285000,2374,11999,2003,1181,Y,5
281500,1818,12568,2007,895,Y,5
245700,1614,9926,2005,1614,Y,5
232698,1721,9254,2005,1721,Y,5
250000,1828,10732,2006,1298,Y,5
194700,1362,7577,2005,1362,Y,5
204000,1302,3901,2005,1302,Y,5
200000,1302,3903,2005,1302,Y,5
207000,1362,6289,2005,1362,Y,5
209500,1554,4590,2006,1554,Y,5
209500,1554,4590,2006,1554,Y,5
202500,1370,6442,2006,1370,Y,5
280000,1577,7841,2005,1577,Y,5
277500,1561,7313,2005,1561,Y,5
318061,1869,7820,2007,1869,Y,5
221370,1324,6240,2006,1324,Y,5
200000,1405,3242,2003,1405,Y,5
181755,1496,15810,2007,768,Y,5
176000,1536,10237,2005,768,Y,5
178900,1484,10237,2005,783,Y,5
168165,1458,13204,2006,608,Y,5
171925,1495,8857,2006,738,Y,5
198444,1746,9729,2006,698,Y,5
203000,1326,12216,2005,1326,Y,5
179540,1456,9018,2007,728,Y,5
176485,1302,8993,2007,1302,Y,5
181134,1340,8899,2007,1340,Y,5
156932,1412,8499,2006,616,Y,5
166000,1504,8229,2007,752,Y,5
177594,1456,7713,2007,728,Y,5
173500,1258,7697,2007,1246,Y,6
172500,1258,3922,2006,1258,Y,5
194201,1402,3922,2006,1258,Y,5
226500,1589,3621,2003,1406,Y,5
185485,1266,3710,2007,1266,Y,5
259000,1530,14572,2004,1530,Y,5
188500,1119,16219,2004,835,Y,5
175000,1374,11084,2004,384,Y,5
215000,1959,11796,2004,847,Y,5
206580,1525,10936,2006,1510,Y,5
183500,1720,8244,2004,840,Y,5
165500,1394,11950,2003,384,Y,5
211000,1948,7875,2003,847,Y,5
181000,1690,8063,2000,924,Y,5
219500,1995,8740,2002,854,Y,5
175000,1647,7917,1999,953,Y,5
170000,1430,9967,2000,384,Y,5
162000,1320,7750,2003,660,Y,5
187000,1690,9487,2000,915,Y,5
185000,1644,9649,1999,941,Y,5
745000,4476,15623,1996,2396,Y,5
384500,2551,12191,1997,1779,Y,5
248000,2285,11000,2000,969,Y,5
466500,2633,11400,2001,2633,Y,5
410000,3078,10557,1998,1408,Y,5
322500,2582,11002,1998,1389,Y,5
252000,2385,10790,1998,1066,Y,5
755000,4316,21535,1994,2444,Y,6
269790,2013,9920,1996,1117,Y,5
315750,2398,11787,1996,1379,Y,5
290000,2520,9950,1995,1203,Y,5
290000,2531,12257,1995,1318,Y,5
430000,3228,12692,1992,3200,Y,5
263000,2202,11762,1992,1105,Y,5
330000,2538,9044,1996,1325,Y,5
213133,1369,9910,2007,1369,Y,6
260261,1542,11830,2007,1542,Y,5
320000,1905,11670,2006,1905,Y,5
282922,1464,15256,2007,1485,Y,5
215000,1534,10612,2006,1524,Y,5
419005,1966,12291,2007,1966,Y,5
255000,1636,13501,2006,1623,Y,5
147000,1795,9986,2006,1795,Y,5
235876,1528,9965,2007,1528,Y,5
311872,1726,9416,2007,1726,Y,5
248328,1689,9849,2007,1689,Y,6
227000,1588,10000,2006,1588,Y,5
260000,1538,8847,2005,1538,Y,5
225000,1496,9158,2007,1496,Y,5
249000,1506,8251,2005,1494,Y,5
307000,1694,10084,2004,1686,Y,5
250000,1977,9605,2006,982,Y,5
221300,1830,8778,2006,1302,Y,5
208900,1338,8640,2007,1338,Y,5
210400,1335,9000,2006,1335,Y,5
255000,1792,8640,2007,896,Y,5
212109,1588,10411,2007,725,Y,5
270000,1959,9000,2006,1088,Y,5
303477,2610,9000,2007,1184,Y,5
310013,1880,12217,2007,955,Y,5
249700,1656,11096,2006,1656,Y,5
227875,1761,10207,2007,874,Y,6
261329,1584,10440,2007,1574,Y,5
253000,1685,11824,2006,1685,Y,5
265000,2443,10625,2004,1158,Y,5
340000,2466,11143,2004,1580,Y,5
146000,1100,7500,2006,1100,Y,5
147000,1143,7500,2006,1143,Y,5
149000,1094,12450,2003,1094,Y,5
181000,1486,7441,2006,1461,Y,5
201000,1721,8462,1994,928,Y,5
191750,1820,11613,1993,864,Y,5
179000,1349,8450,2000,1349,Y,5
215000,1494,16196,1998,1482,Y,5
179200,1575,8012,1992,1575,Y,5
128000,1266,8012,1980,630,Y,5
144000,884,9180,1983,840,Y,7
144000,2020,8400,1977,0,Y,5
120750,894,6285,1977,894,Y,5
132500,970,8480,1963,970,Y,6
132000,1057,7420,1962,1057,Y,5
132500,999,7758,1962,999,Y,7
129000,1120,6970,1961,1040,Y,5
143900,1696,13673,1962,1140,Y,5
145000,1040,7476,1968,1040,Y,7
128500,988,9945,1961,988,Y,5
125500,902,6173,1967,876,Y,6
300000,2503,19522,1990,1223,Y,5
294000,2167,17542,1974,1192,Y,7
129000,1037,10751,1974,1037,Y,5
171000,1701,16647,1975,1390,Y,5
147000,1055,12712,1973,1044,Y,7
302000,2810,9572,1990,1453,Y,5
285000,2872,10678,1992,1683,Y,5
214000,1378,4379,2004,1378,Y,5
166000,1151,3523,2006,1141,Y,5
193800,1565,3784,2006,1511,Y,5
208900,1352,4230,2006,1352,Y,5
194000,1352,3606,2006,1352,Y,5
207500,1550,5330,2006,1550,Y,5
199900,1241,4274,2006,1241,Y,5
164700,1250,4251,2006,625,Y,5
176500,1501,2280,1999,744,Y,5
176000,1458,3230,1999,729,Y,5
168500,1512,2117,2000,756,Y,5
177000,1573,2117,2000,756,Y,5
177000,1525,2117,2000,756,Y,5
148800,1102,5105,2004,551,Y,5
174000,1441,2645,1999,776,Y,5
239000,1950,7399,1997,975,Y,5
204000,1358,7321,1999,1339,Y,5
301000,2048,8010,2003,1054,Y,5
312500,2362,8413,1998,1220,Y,5
279700,1494,9466,1994,1494,Y,5
255000,2362,12000,1980,2002,Y,6
194000,1432,16157,1978,1360,Y,7
218000,1437,10768,1976,1437,Y,8
213750,1295,3840,1978,1057,Y,6
187000,1855,9600,1976,528,Y,7
181500,1262,9600,1976,1262,Y,8
373000,2497,17778,1981,2461,Y,5
190000,2620,18890,1977,1361,Y,5
226000,1929,7050,2001,1057,Y,5
143450,1152,11700,1968,912,Y,6
240050,2411,8000,1970,1008,Y,6
162500,1082,8723,1969,973,Y,6
164000,1295,11700,1968,1295,Y,5
185000,1610,11358,1972,1124,Y,7
188500,1594,9547,1993,1594,Y,6
255000,2075,10530,1993,1148,Y,6
136905,1680,11500,1976,1680,Y,6
158500,1093,10738,1966,1093,Y,7
175500,1242,9600,1973,1242,Y,6
127000,1052,10800,1963,1052,Y,5
127000,1107,8050,1967,949,Y,6
143000,1214,10355,1967,1214,Y,5
156000,1073,10289,1965,1073,Y,7
144000,1344,9503,1958,1024,Y,5
119000,1728,10624,1964,1728,Y,4
103000,1224,10899,1964,0,N,5
139900,1422,12342,1960,978,Y,5
151500,958,12772,1960,958,Y,8
126500,1065,8892,1960,1065,Y,5
145000,1138,10482,1958,588,Y,8
120000,912,7535,1958,912,Y,7
124000,1074,7450,1956,894,Y,5
106500,882,8339,1959,0,Y,7
140500,1187,14357,1961,864,Y,5
137500,964,8243,1961,964,Y,7
117600,894,8680,1960,894,Y,7
163500,1200,8800,1966,1174,Y,6
161000,1042,9200,1965,1042,Y,5
158000,1302,9350,1964,1302,Y,7
224500,2154,8800,1964,845,Y,7
147000,1374,11382,1964,1130,Y,5
200000,1652,22002,1959,1592,Y,7
181900,1429,14585,1960,1144,Y,6
150750,1327,7388,1959,1063,Y,6
101800,1224,9842,1962,0,Y,5
124000,932,8280,1950,932,Y,5
138500,908,12172,1940,822,Y,7
39300,334,5000,1946,0,N,3
64500,666,5000,1946,666,N,3
64000,670,3500,1945,370,N,5
112000,808,5175,1958,808,Y,8
165000,1977,9500,1964,816,Y,6
144000,1150,9600,1955,1078,Y,6
137000,1920,11345,1948,928,Y,5
105000,1376,9492,1941,768,Y,5
146500,1644,9480,1942,728,Y,7
126000,1560,8668,1968,1560,Y,5
175000,1280,10050,1966,793,Y,6
158500,1254,9600,1961,1218,Y,5
114500,912,10150,1958,912,Y,5
144000,1524,11344,1958,874,Y,5
129000,2380,18450,1965,1021,Y,5
141000,936,8760,1957,936,Y,7
131000,1008,6860,1956,1008,Y,6
142100,1053,8250,1963,1053,Y,7
139000,1056,8176,1958,1056,Y,6
157900,1442,9750,1958,1442,Y,6
139400,1056,9250,1954,1056,Y,7
150000,1244,11988,1957,1244,Y,6
120000,1144,9100,1960,1144,Y,5
174850,1721,9736,1957,1331,Y,6
116000,922,9770,1957,922,Y,5
135000,1048,10152,1956,1048,Y,5
163500,1657,12155,1970,1657,Y,3
130000,1411,12198,1955,1204,Y,6
129500,1216,10050,1955,1216,Y,5
142000,1154,11556,1953,864,Y,9
128600,1560,8078,1958,1560,Y,5
125000,948,10950,1952,948,Y,6
136000,1040,7942,1953,1040,Y,7
134500,1008,8923,1953,1008,Y,7
127000,925,8540,1956,925,Y,8
130000,1360,7134,1955,384,Y,5
115000,1540,7150,1955,1190,Y,4
116900,925,8400,1955,923,Y,5
132000,928,13300,1956,928,Y,7
153000,1647,9532,1953,1105,Y,6
112500,924,15783,1952,924,Y,5
138000,1544,14190,1890,925,Y,7
135000,893,9600,1949,845,Y,7
156000,1728,12099,1953,1216,Y,6
301600,3086,21281,1935,666,Y,4
109000,1034,10134,1940,735,Y,6
103200,882,5500,1956,882,Y,6
128500,1281,10284,1925,1151,Y,7
64500,968,10800,1927,656,Y,6
148000,1534,10800,1895,736,Y,9
86000,691,5400,1920,691,Y,6
172000,1651,10090,1963,725,Y,5
120000,888,8700,1961,920,Y,7
128500,952,8300,1968,952,Y,6
135000,2080,11606,1969,1040,Y,5
122900,924,8064,1949,672,Y,7
119200,1082,11664,1948,1082,Y,5
143000,1846,10496,1949,1040,Y,6
119000,988,7200,1950,876,Y,7
102000,1238,7200,1950,864,Y,3
129000,864,7200,1950,864,Y,8
135000,1134,7000,1960,1010,Y,7
152000,1040,7500,1959,1040,Y,7
140000,1170,7315,1958,1170,Y,6
152000,1242,7903,1960,1242,Y,5
156500,1377,8000,1960,1377,Y,5
141000,1800,8000,1961,1800,N,4
99000,925,7000,1961,0,Y,6
187000,1851,9760,1964,822,Y,8
169500,1812,7590,1962,864,Y,5
125500,864,6600,1962,864,Y,5
130000,936,6760,1962,896,Y,5
103000,960,6978,1926,850,Y,7
132000,1432,9600,1910,264,Y,7
127500,1296,6000,1927,845,Y,6
89500,1022,4480,1922,1022,N,5
140000,936,7200,1980,936,Y,5
99900,967,3153,1920,967,Y,6
100000,1047,10800,1885,641,Y,7
130000,1072,7200,1940,808,Y,8
135000,1174,9000,1900,680,Y,8
120000,1183,6000,1948,649,Y,7
89471,1131,5925,1937,907,Y,7
85000,1141,5925,1900,570,N,6
108500,960,6000,1920,960,Y,4
137000,1798,9639,1900,1075,Y,8
110500,866,3880,1945,686,Y,9
100000,968,8520,1923,968,Y,6
184900,1772,10337,1910,725,N,9
145000,1642,9863,1927,728,Y,6
125000,1472,9600,1925,702,Y,8
114000,1232,4571,1910,616,Y,7
90000,2337,13600,1900,662,N,5
144100,1650,8398,1910,926,Y,8
117500,2210,9900,1880,1008,Y,4
124500,1358,3600,1930,687,Y,7
185000,2454,13500,1879,819,Y,8
133900,2291,7200,1910,1214,N,6
152000,1616,5400,1926,1149,Y,7
153500,1559,8100,1948,1559,Y,6
159500,2554,10800,1890,718,Y,8
87000,1248,9439,1930,912,Y,5
104500,968,8626,1956,0,Y,6
110000,1382,11800,1949,0,Y,7
136500,1060,6854,1925,756,N,7
128250,1435,8674,1950,910,Y,6
144000,1167,8731,1920,915,Y,5
210000,1635,8737,1923,1065,Y,7
135000,1274,6125,1939,728,Y,7
128000,1232,6000,1939,600,Y,6
131000,1218,6000,1941,735,Y,6
113000,884,6120,1939,884,Y,7
126000,1409,6240,1938,861,Y,5
132000,1322,6240,1939,672,Y,8
131750,1426,6240,1930,966,Y,7
132500,1281,6120,1926,756,Y,6
137500,1513,6120,1920,939,Y,8
132000,854,6120,1929,832,Y,8
127500,1367,6240,1931,884,Y,6
102000,986,6180,1926,960,N,5
200000,2264,7755,1918,1100,Y,8
180500,1824,13515,1919,764,Y,6
165000,1376,8850,1920,768,Y,7
90000,1316,8550,1926,750,Y,5
153575,1396,8730,1915,698,Y,7
140000,1344,5700,1929,672,N,6
136000,2526,8520,1916,714,N,7
113000,1173,5680,1901,592,N,4
117000,1214,5680,1901,969,N,3
169500,1818,7758,1931,1040,Y,4
139400,1108,7449,1930,637,Y,7
202500,2294,13200,1963,741,Y,6
127000,1355,6882,1914,684,Y,7
141000,1375,9000,1937,780,Y,6
212300,1952,9780,1950,976,Y,9
161000,2180,10320,1915,1138,Y,5
99500,1315,4330,1958,808,Y,6
101000,1111,7200,1920,530,N,7
109900,1196,4800,1916,1196,Y,7
128500,1382,12358,1941,720,Y,6
122000,1889,10120,1910,925,N,4
87000,840,4388,1930,672,Y,7
50000,1484,10320,1910,771,Y,1
219000,2267,12888,1937,1005,Y,8
200500,3086,18030,1946,1598,Y,6
126000,1134,8160,1940,756,N,6
108500,1282,4484,1942,672,N,6
130000,999,11235,1963,925,Y,5
158450,1452,11235,1964,1420,Y,5
115400,1005,14299,1964,1005,Y,3
118500,1029,7943,1961,1029,Y,5
165000,1020,14149,1964,980,Y,8
123000,1040,11677,1966,1040,Y,4
129000,913,8400,1966,814,Y,5
125000,894,7094,1966,894,Y,5
108000,948,8978,1968,948,Y,5
119900,868,8425,1971,768,Y,6
115000,897,8665,1968,876,Y,5
134500,943,8398,1967,943,Y,5
127000,955,7742,1966,955,Y,7
129000,894,8724,1968,894,Y,5
143500,1285,8197,1977,660,Y,5
129000,912,8169,1966,912,Y,7
187000,1375,14175,1956,1240,Y,5
158000,2654,16779,1920,671,Y,4
112000,1416,25339,1918,816,Y,7
165250,1302,6960,1940,680,Y,8
150000,1299,11375,1954,967,Y,5
137000,1176,13770,1958,1158,Y,6
89500,998,9000,1945,0,N,7
302000,1824,115149,1971,1643,Y,5
182000,1522,11075,1984,1190,Y,5
211000,2060,10029,1988,1151,Y,5
216000,1325,17541,1948,409,Y,7
130000,1630,22692,1953,1073,Y,5
109900,1242,17808,1946,484,N,5
255000,2422,12671,1954,1288,Y,7
243000,2158,12615,1950,1202,Y,7
154000,1626,10512,1954,988,Y,6
118000,864,5400,1958,864,Y,5
80000,943,11515,1958,0,N,5
150000,1440,7711,1977,1440,Y,3
86000,605,9098,1920,528,Y,7
130000,1038,3869,1984,1038,Y,6
125000,1342,9280,1951,1342,Y,6
136500,1480,11100,1951,1080,N,6
96000,1362,7550,1920,951,N,5
120000,1340,9060,1957,0,Y,6
228500,1822,23920,1984,1105,Y,5
179900,1442,10357,1990,910,Y,5
225000,2243,13474,1990,700,Y,5
301000,2730,10380,1986,1502,Y,5
238000,2127,13125,1991,1104,Y,5
228500,1982,11287,1989,807,Y,6
220000,1958,9317,1994,779,Y,5
383970,2696,9965,2007,1264,Y,5
424870,2828,9965,2006,1466,Y,5
250000,1651,9178,2007,1643,Y,5
360000,2140,10481,2006,2140,Y,5
279500,1494,10652,2006,1494,Y,5
200141,1316,11175,2007,1316,Y,5
246500,1651,10235,2007,1643,Y,5
276000,2574,9588,2007,1482,Y,5
203000,1274,8814,2005,1274,Y,5
155835,1456,11103,2006,728,Y,5
194000,1240,8556,2006,1240,Y,5
195400,1208,6762,2007,1208,Y,5
217000,1546,11750,2005,1546,Y,5
212999,1500,8760,2006,1489,Y,5
175900,1270,7242,2005,1270,Y,5
191000,1795,9316,2005,879,Y,5
176432,1314,9317,2006,1314,Y,5
277000,2062,14364,1988,1157,Y,5
207000,1873,8883,1988,929,Y,5
277000,2144,159000,1958,1444,Y,7
240000,1953,53107,1992,1580,Y,5
187500,2087,12205,1966,832,Y,8
279000,1743,20064,1976,966,Y,6
139500,1022,14217,1994,1022,Y,5
126000,990,8775,1994,990,Y,5
177500,1200,11249,1995,1200,Y,5
175000,1308,10021,1997,635,Y,6
211000,1796,9531,1998,794,Y,5
146000,990,8428,1994,990,Y,7
147900,1097,16561,1996,1097,Y,5
123600,990,8070,1994,990,Y,5
204750,1786,9337,1997,824,Y,5
235500,1873,10820,1999,988,Y,5
217000,1753,12352,1998,853,Y,5
190550,1690,9543,2001,845,Y,5
217500,1842,8826,2000,985,Y,5
226000,1479,10665,2003,1453,Y,5
180000,1668,11317,2003,840,Y,5
131000,894,11800,1974,864,Y,5
153500,1025,8660,1976,1015,Y,5
160000,1009,9720,1977,995,Y,7
134900,1040,8982,1977,1040,Y,5
130000,907,16300,1977,876,Y,4
120000,879,9675,1975,864,Y,6
112500,882,7700,1972,882,Y,5
122000,969,10356,1975,969,Y,6
127000,864,7200,1972,864,Y,5
117000,875,7200,1972,385,Y,8
305900,2000,10386,2004,2000,Y,5
228500,2169,9375,2002,1284,Y,5
270000,1673,11354,2000,1673,Y,5
192000,1459,8749,2002,1459,Y,5
213000,1932,8749,2003,979,Y,5
200000,1729,8158,2002,860,Y,5
267000,2452,16226,1998,1028,Y,5
228000,1592,11927,1994,1556,Y,5
275000,2439,12728,2001,1531,Y,5
211000,1992,15295,1996,860,Y,5
285000,1668,11248,2002,1626,Y,5
240000,2090,10000,1995,1220,Y,5
131500,848,4435,2003,848,Y,5
246900,1341,17227,1999,1341,Y,5
219500,1928,8200,2003,847,Y,5
185000,1337,8450,2003,1337,Y,5
179400,1476,8145,2007,738,Y,5
213500,1797,9245,2006,939,Y,5
179600,1422,8500,2004,1422,Y,5
173500,1190,8769,2005,1169,Y,5
167840,1330,8334,2006,1330,Y,5
168675,1491,8333,2006,738,Y,5
